scian_codigo,sector_serio,notas
466319,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4663'."
466410,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4664'."
467111,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
467112,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
467113,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
467114,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
467115,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
467116,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
467117,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4671'."
468111,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4681'."
468112,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4681'."
468211,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4682'."
468212,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4682'."
468213,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4682'."
468311,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4683'."
468319,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4683'."
468411,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4684'."
468412,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4684'."
468413,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4684'."
468414,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4684'."
468419,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4684'."
468420,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4684'."
469110,461,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4691'."
481111,481,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4811'."
481112,481,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4811'."
481210,481,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4812'."
482110,482,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4821'."
483111,483,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4831'."
484111,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4841'."
484119,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4841'."
484121,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4841'."
484129,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4841'."
484210,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484221,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484222,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484223,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484229,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484231,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484232,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484233,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
484239,484,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4842'."
485111,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4851'."
485115,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4851'."
485210,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4852'."
485320,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4853'."
485410,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4854'."
485510,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4855'."
485990,485,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4859'."
486210,486,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4862'."
486910,486,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4869'."
487110,487,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4871'."
488111,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4881'."
488112,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4881'."
488190,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4881'."
488210,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4882'."
488320,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4883'."
488410,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4884'."
488491,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4884'."
488493,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4884'."
488511,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4885'."
488519,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4885'."
488990,488,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4889'."
491110,491,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4911'."
492110,492,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4921'."
492210,492,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4922'."
493111,493,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4931'."
493119,493,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4931'."
493120,493,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4931'."
493130,493,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4931'."
493190,493,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '4931'."
512113,512,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5121'."
512130,512,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5121'."
512240,512,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5122'."
512250,512,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5122'."
517311,517,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5173'."
517312,517,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5173'."
517410,517,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5174'."
517910,517,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5179'."
518210,518,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5182'."
519211,519,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5192'."
519212,519,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5192'."
519290,519,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5192'."
522110,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5221'."
522210,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5222'."
522220,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5222'."
522320,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5223'."
522390,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5223'."
522440,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5224'."
522451,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5224'."
522452,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5224'."
522460,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5224'."
522490,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5224'."
522510,522,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5225'."
523110,523,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5231'."
523122,523,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5231'."
523910,523,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5239'."
523990,523,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5239'."
524110,524,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5241'."
524120,524,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5241'."
524130,524,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5241'."
524210,524,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5242'."
524220,524,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5242'."
531111,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531112,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531113,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531114,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531115,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531116,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531119,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5311'."
531210,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5312'."
531311,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5313'."
531319,531,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5313'."
532110,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5321'."
532121,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5321'."
532122,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5321'."
532210,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5322'."
532281,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5322'."
532282,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5322'."
532289,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5322'."
532310,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5323'."
532411,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5324'."
532420,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5324'."
532491,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5324'."
532492,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5324'."
532493,532,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5324'."
533110,533,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5331'."
541110,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5411'."
541120,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5411'."
541190,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5411'."
541211,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5412'."
541219,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5412'."
541310,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541320,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541330,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541340,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541350,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541360,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541370,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541380,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5413'."
541410,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5414'."
541420,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5414'."
541430,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5414'."
541490,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5414'."
541510,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5415'."
541610,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5416'."
541620,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5416'."
541690,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5416'."
541711,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5417'."
541712,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5417'."
541721,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5417'."
541722,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5417'."
541810,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541820,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541830,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541840,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541850,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541860,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541870,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541890,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5418'."
541910,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541920,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541930,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541941,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541942,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541943,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541944,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
541990,541,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5419'."
551111,551,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5511'."
551112,551,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5511'."
561110,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5611'."
561210,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5612'."
561310,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5613'."
561320,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5613'."
561330,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5613'."
561421,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5614'."
561422,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5614'."
561431,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5614'."
561432,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5614'."
561440,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5614'."
561490,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5614'."
561510,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5615'."
561520,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5615'."
561590,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5615'."
561610,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5616'."
561620,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5616'."
561710,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5617'."
561720,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5617'."
561730,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5617'."
561740,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5617'."
561790,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5617'."
561910,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5619'."
561920,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5619'."
561990,561,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5619'."
562111,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5621'."
562121,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5621'."
562122,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5621'."
562211,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5622'."
562221,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5622'."
562911,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5629'."
562921,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5629'."
562998,562,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '5629'."
611111,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611112,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611121,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611122,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611131,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611132,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611142,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611151,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611161,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611162,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611171,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611172,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611181,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611182,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6111'."
611211,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6112'."
611212,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6112'."
611311,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6113'."
611312,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6113'."
611421,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6114'."
611422,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6114'."
611431,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6114'."
611511,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6115'."
611512,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6115'."
611611,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611612,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611621,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611622,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611631,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611691,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611698,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611699,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6116'."
611710,611,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6117'."
621111,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6211'."
621112,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6211'."
621113,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6211'."
621114,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6211'."
621115,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6211'."
621116,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6211'."
621211,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6212'."
621212,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6212'."
621311,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621320,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621331,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621332,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621341,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621342,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621391,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621392,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621398,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621399,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6213'."
621411,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6214'."
621421,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6214'."
621422,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6214'."
621491,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6214'."
621492,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6214'."
621511,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6215'."
621512,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6215'."
621610,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6216'."
621910,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6219'."
621991,621,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6219'."
622111,622,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6221'."
622112,622,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6221'."
622211,622,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6222'."
622311,622,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6223'."
622312,622,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6223'."
623111,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6231'."
623112,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6231'."
623211,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6232'."
623212,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6232'."
623221,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6232'."
623311,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6233'."
623312,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6233'."
623991,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6239'."
623992,623,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6239'."
624111,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624112,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624121,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624122,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624191,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624198,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624199,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6241'."
624211,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6242'."
624212,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6242'."
624221,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6242'."
624222,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6242'."
624311,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6243'."
624312,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6243'."
624411,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6244'."
624412,624,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '6244'."
711111,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7111'."
711112,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7111'."
711121,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7111'."
711131,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7111'."
711191,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7111'."
711212,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7112'."
711311,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7113'."
711312,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7113'."
711320,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7113'."
711410,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7114'."
711510,711,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7115'."
712111,712,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7121'."
712112,712,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7121'."
712120,712,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7121'."
712131,712,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7121'."
712132,712,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7121'."
712190,712,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7121'."
713111,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7131'."
713112,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7131'."
713113,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7131'."
