scian_codigo,sector_serio,notas
713114,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7131'."
713120,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7131'."
713291,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7132'."
713299,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7132'."
713910,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713941,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713942,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713943,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713944,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713950,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713991,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713992,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713998,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
713999,713,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7139'."
721111,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7211'."
721112,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7211'."
721113,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7211'."
721190,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7211'."
721210,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7212'."
721311,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7213'."
721312,721,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7213'."
722310,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7223'."
722320,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7223'."
722330,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7223'."
722411,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7224'."
722412,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7224'."
722511,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722512,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722513,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722514,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722515,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722516,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722517,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722518,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
722519,722,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '7225'."
811111,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811112,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811113,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811114,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811115,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811116,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811119,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811121,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811122,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811129,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811191,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811192,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811199,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8111'."
811211,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8112'."
811219,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8112'."
811311,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8113'."
811312,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8113'."
811313,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8113'."
811314,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8113'."
811410,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
811420,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
811430,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
811491,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
811492,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
811493,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
811499,811,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8114'."
812110,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8121'."
812120,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8121'."
812130,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8121'."
812210,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8122'."
812310,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8123'."
812322,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8123'."
812410,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8124'."
812910,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8129'."
812990,812,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8129'."
813110,813,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8131'."
813120,813,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8131'."
813130,813,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8131'."
813210,813,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8132'."
813230,813,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '8132'."
931110,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9311'."
931210,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9312'."
931310,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9313'."
931411,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9314'."
931412,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9314'."
931510,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9315'."
931610,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9316'."
931710,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9317'."
931810,931,"Compilado desde autoría jerárquica — regla VERIFIED en nivel RAMA, código '9318'."
